campus_name,month,weekday,route_id,Violation Type,violation_count
Baruch College,April,Friday,M101,MOBILE BUS LANE,6
Baruch College,April,Friday,M101,MOBILE BUS STOP,56
Baruch College,April,Friday,M101,MOBILE DOUBLE PARKED,103
Baruch College,April,Friday,M15+,MOBILE BUS STOP,7
Baruch College,April,Friday,M23+,MOBILE BUS LANE,334
Baruch College,April,Friday,M23+,MOBILE BUS STOP,32
Baruch College,April,Monday,M101,MOBILE BUS LANE,8
Baruch College,April,Monday,M101,MOBILE BUS STOP,82
Baruch College,April,Monday,M101,MOBILE DOUBLE PARKED,86
Baruch College,April,Monday,M15+,MOBILE BUS LANE,2
Baruch College,April,Monday,M15+,MOBILE BUS STOP,3
Baruch College,April,Monday,M15+,MOBILE DOUBLE PARKED,1
Baruch College,April,Monday,M23+,MOBILE BUS LANE,127
Baruch College,April,Monday,M23+,MOBILE BUS STOP,17
Baruch College,April,Monday,M34+,MOBILE BUS STOP,1
Baruch College,April,Saturday,M101,MOBILE BUS STOP,41
Baruch College,April,Saturday,M101,MOBILE DOUBLE PARKED,22
Baruch College,April,Saturday,M15+,MOBILE BUS STOP,3
Baruch College,April,Saturday,M23+,MOBILE BUS LANE,121
Baruch College,April,Saturday,M23+,MOBILE BUS STOP,39
Baruch College,April,Sunday,M101,MOBILE BUS LANE,3
Baruch College,April,Sunday,M101,MOBILE BUS STOP,52
Baruch College,April,Sunday,M101,MOBILE DOUBLE PARKED,30
Baruch College,April,Sunday,M23+,MOBILE BUS LANE,51
Baruch College,April,Sunday,M23+,MOBILE BUS STOP,17
Baruch College,April,Thursday,M101,MOBILE BUS LANE,1
Baruch College,April,Thursday,M101,MOBILE BUS STOP,71
Baruch College,April,Thursday,M101,MOBILE DOUBLE PARKED,110
Baruch College,April,Thursday,M15+,MOBILE BUS STOP,1
Baruch College,April,Thursday,M15+,MOBILE DOUBLE PARKED,1
Baruch College,April,Thursday,M23+,MOBILE BUS LANE,256
Baruch College,April,Thursday,M23+,MOBILE BUS STOP,23
Baruch College,April,Thursday,M34+,MOBILE BUS STOP,1
Baruch College,April,Tuesday,M101,MOBILE BUS LANE,2
Baruch College,April,Tuesday,M101,MOBILE BUS STOP,52
Baruch College,April,Tuesday,M101,MOBILE DOUBLE PARKED,142
Baruch College,April,Tuesday,M15+,MOBILE BUS LANE,1
Baruch College,April,Tuesday,M15+,MOBILE BUS STOP,2
Baruch College,April,Tuesday,M15+,MOBILE DOUBLE PARKED,2
Baruch College,April,Tuesday,M23+,MOBILE BUS LANE,162
Baruch College,April,Tuesday,M23+,MOBILE BUS STOP,24
Baruch College,April,Wednesday,M101,MOBILE BUS LANE,3
Baruch College,April,Wednesday,M101,MOBILE BUS STOP,84
Baruch College,April,Wednesday,M101,MOBILE DOUBLE PARKED,144
Baruch College,April,Wednesday,M15+,MOBILE BUS LANE,2
Baruch College,April,Wednesday,M15+,MOBILE BUS STOP,7
Baruch College,April,Wednesday,M23+,MOBILE BUS LANE,195
Baruch College,April,Wednesday,M23+,MOBILE BUS STOP,29
Baruch College,August,Friday,M101,MOBILE BUS STOP,5
Baruch College,August,Friday,M101,MOBILE DOUBLE PARKED,17
Baruch College,August,Friday,M2,MOBILE BUS STOP,6
Baruch College,August,Friday,M23+,MOBILE BUS LANE,184
Baruch College,August,Friday,M23+,MOBILE BUS STOP,38
Baruch College,August,Monday,M101,MOBILE BUS LANE,2
Baruch College,August,Monday,M101,MOBILE BUS STOP,11
Baruch College,August,Monday,M101,MOBILE DOUBLE PARKED,8
Baruch College,August,Monday,M15+,MOBILE BUS LANE,1
Baruch College,August,Monday,M15+,MOBILE BUS STOP,3
Baruch College,August,Monday,M2,MOBILE BUS STOP,9
Baruch College,August,Monday,M2,MOBILE DOUBLE PARKED,1
Baruch College,August,Monday,M23+,MOBILE BUS LANE,216
Baruch College,August,Monday,M23+,MOBILE BUS STOP,16
Baruch College,August,Saturday,M101,MOBILE BUS LANE,1
Baruch College,August,Saturday,M101,MOBILE BUS STOP,4
Baruch College,August,Saturday,M101,MOBILE DOUBLE PARKED,3
Baruch College,August,Saturday,M23+,MOBILE BUS LANE,103
Baruch College,August,Saturday,M23+,MOBILE BUS STOP,55
Baruch College,August,Sunday,M101,MOBILE BUS STOP,3
Baruch College,August,Sunday,M101,MOBILE DOUBLE PARKED,6
Baruch College,August,Sunday,M15+,MOBILE BUS LANE,1
Baruch College,August,Sunday,M2,MOBILE BUS STOP,3
Baruch College,August,Sunday,M23+,MOBILE BUS LANE,10
Baruch College,August,Sunday,M23+,MOBILE BUS STOP,7
Baruch College,August,Thursday,M101,MOBILE BUS STOP,7
Baruch College,August,Thursday,M101,MOBILE DOUBLE PARKED,4
Baruch College,August,Thursday,M2,MOBILE BUS STOP,3
Baruch College,August,Thursday,M23+,MOBILE BUS LANE,215
Baruch College,August,Thursday,M23+,MOBILE BUS STOP,55
Baruch College,August,Tuesday,M101,MOBILE BUS LANE,2
Baruch College,August,Tuesday,M101,MOBILE BUS STOP,3
Baruch College,August,Tuesday,M101,MOBILE DOUBLE PARKED,10
Baruch College,August,Tuesday,M15+,MOBILE BUS STOP,2
Baruch College,August,Tuesday,M2,MOBILE BUS STOP,19
Baruch College,August,Tuesday,M23+,MOBILE BUS LANE,179
Baruch College,August,Tuesday,M23+,MOBILE BUS STOP,28
Baruch College,August,Tuesday,M34+,MOBILE BUS STOP,4
Baruch College,August,Wednesday,M101,MOBILE BUS STOP,7
Baruch College,August,Wednesday,M101,MOBILE DOUBLE PARKED,9
Baruch College,August,Wednesday,M15+,MOBILE BUS STOP,1
Baruch College,August,Wednesday,M2,MOBILE BUS STOP,14
Baruch College,August,Wednesday,M23+,MOBILE BUS LANE,269
Baruch College,August,Wednesday,M23+,MOBILE BUS STOP,45
Baruch College,August,Wednesday,M34+,MOBILE DOUBLE PARKED,8
Baruch College,December,Friday,M101,MOBILE BUS STOP,20
Baruch College,December,Friday,M101,MOBILE DOUBLE PARKED,52
Baruch College,December,Friday,M15+,MOBILE BUS STOP,2
Baruch College,December,Friday,M23+,MOBILE BUS LANE,137
Baruch College,December,Friday,M23+,MOBILE BUS STOP,39
Baruch College,December,Friday,M60+,MOBILE BUS STOP,1
Baruch College,December,Monday,M101,MOBILE BUS STOP,22
Baruch College,December,Monday,M101,MOBILE DOUBLE PARKED,39
Baruch College,December,Monday,M15+,MOBILE BUS STOP,1
Baruch College,December,Monday,M23+,MOBILE BUS LANE,219
Baruch College,December,Monday,M23+,MOBILE BUS STOP,8
Baruch College,December,Monday,M34+,MOBILE BUS STOP,4
Baruch College,December,Monday,M34+,MOBILE DOUBLE PARKED,4
Baruch College,December,Saturday,M101,MOBILE BUS STOP,19
Baruch College,December,Saturday,M101,MOBILE DOUBLE PARKED,15
Baruch College,December,Saturday,M15+,MOBILE BUS STOP,1
Baruch College,December,Saturday,M23+,MOBILE BUS LANE,87
Baruch College,December,Saturday,M23+,MOBILE BUS STOP,14
Baruch College,December,Sunday,M101,MOBILE BUS LANE,2
Baruch College,December,Sunday,M101,MOBILE BUS STOP,30
Baruch College,December,Sunday,M101,MOBILE DOUBLE PARKED,11
Baruch College,December,Sunday,M15+,MOBILE BUS STOP,3
Baruch College,December,Sunday,M15+,MOBILE DOUBLE PARKED,1
Baruch College,December,Sunday,M23+,MOBILE BUS LANE,41
Baruch College,December,Sunday,M23+,MOBILE BUS STOP,15
Baruch College,December,Thursday,M101,MOBILE BUS STOP,33
Baruch College,December,Thursday,M101,MOBILE DOUBLE PARKED,61
Baruch College,December,Thursday,M15+,MOBILE BUS STOP,2
Baruch College,December,Thursday,M23+,MOBILE BUS LANE,224
Baruch College,December,Thursday,M23+,MOBILE BUS STOP,11
Baruch College,December,Tuesday,M101,MOBILE BUS LANE,2
Baruch College,December,Tuesday,M101,MOBILE BUS STOP,38
Baruch College,December,Tuesday,M101,MOBILE DOUBLE PARKED,59
Baruch College,December,Tuesday,M15+,MOBILE BUS LANE,1
Baruch College,December,Tuesday,M15+,MOBILE BUS STOP,2
Baruch College,December,Tuesday,M23+,MOBILE BUS LANE,201
Baruch College,December,Tuesday,M23+,MOBILE BUS STOP,10
Baruch College,December,Tuesday,M60+,MOBILE BUS LANE,2
Baruch College,December,Wednesday,M101,MOBILE BUS STOP,26
Baruch College,December,Wednesday,M101,MOBILE DOUBLE PARKED,49
Baruch College,December,Wednesday,M15+,MOBILE BUS STOP,1
Baruch College,December,Wednesday,M23+,MOBILE BUS LANE,168
Baruch College,December,Wednesday,M23+,MOBILE BUS STOP,29
Baruch College,February,Friday,M101,MOBILE BUS STOP,23
Baruch College,February,Friday,M101,MOBILE DOUBLE PARKED,31
Baruch College,February,Friday,M15+,MOBILE BUS LANE,1
Baruch College,February,Friday,M15+,MOBILE BUS STOP,2
Baruch College,February,Friday,M23+,MOBILE BUS LANE,307
Baruch College,February,Friday,M23+,MOBILE BUS STOP,38
Baruch College,February,Monday,M101,MOBILE BUS STOP,15
Baruch College,February,Monday,M101,MOBILE DOUBLE PARKED,30
Baruch College,February,Monday,M15+,MOBILE BUS STOP,1
Baruch College,February,Monday,M23+,MOBILE BUS LANE,121
Baruch College,February,Monday,M23+,MOBILE BUS STOP,82
Baruch College,February,Saturday,M101,MOBILE BUS STOP,11
Baruch College,February,Saturday,M101,MOBILE DOUBLE PARKED,7
Baruch College,February,Saturday,M15+,MOBILE BUS STOP,1
Baruch College,February,Saturday,M23+,MOBILE BUS LANE,96
Baruch College,February,Sunday,M101,MOBILE BUS LANE,2
Baruch College,February,Sunday,M101,MOBILE BUS STOP,24
Baruch College,February,Sunday,M101,MOBILE DOUBLE PARKED,11
Baruch College,February,Sunday,M23+,MOBILE BUS LANE,68
Baruch College,February,Sunday,M23+,MOBILE BUS STOP,6
Baruch College,February,Thursday,M101,MOBILE BUS LANE,4
Baruch College,February,Thursday,M101,MOBILE BUS STOP,16
Baruch College,February,Thursday,M101,MOBILE DOUBLE PARKED,53
Baruch College,February,Thursday,M15+,MOBILE BUS LANE,4
Baruch College,February,Thursday,M15+,MOBILE BUS STOP,4
Baruch College,February,Thursday,M23+,MOBILE BUS LANE,335
Baruch College,February,Thursday,M23+,MOBILE BUS STOP,11
Baruch College,February,Thursday,M34+,MOBILE BUS STOP,9
Baruch College,February,Tuesday,M101,MOBILE BUS STOP,24
Baruch College,February,Tuesday,M101,MOBILE DOUBLE PARKED,50
Baruch College,February,Tuesday,M15+,MOBILE BUS STOP,3
Baruch College,February,Tuesday,M23+,MOBILE BUS LANE,233
Baruch College,February,Tuesday,M23+,MOBILE BUS STOP,18
Baruch College,February,Wednesday,M101,MOBILE BUS STOP,24
Baruch College,February,Wednesday,M101,MOBILE DOUBLE PARKED,42
Baruch College,February,Wednesday,M15+,MOBILE BUS STOP,3
Baruch College,February,Wednesday,M23+,MOBILE BUS LANE,438
Baruch College,February,Wednesday,M23+,MOBILE BUS STOP,37
Baruch College,February,Wednesday,M34+,MOBILE BUS LANE,4
Baruch College,January,Friday,M101,MOBILE BUS STOP,28
Baruch College,January,Friday,M101,MOBILE DOUBLE PARKED,61
Baruch College,January,Friday,M15+,MOBILE BUS LANE,1
Baruch College,January,Friday,M23+,MOBILE BUS LANE,277
Baruch College,January,Friday,M23+,MOBILE BUS STOP,64
Baruch College,January,Friday,M23+,MOBILE DOUBLE PARKED,6
Baruch College,January,Monday,M101,MOBILE BUS STOP,26
Baruch College,January,Monday,M101,MOBILE DOUBLE PARKED,41
Baruch College,January,Monday,M15+,MOBILE BUS STOP,3
Baruch College,January,Monday,M23+,MOBILE BUS LANE,160
Baruch College,January,Monday,M23+,MOBILE BUS STOP,14
Baruch College,January,Monday,M23+,MOBILE DOUBLE PARKED,4
Baruch College,January,Saturday,M101,MOBILE BUS LANE,2
Baruch College,January,Saturday,M101,MOBILE BUS STOP,29
Baruch College,January,Saturday,M101,MOBILE DOUBLE PARKED,9
Baruch College,January,Saturday,M23+,MOBILE BUS LANE,126
Baruch College,January,Saturday,M23+,MOBILE BUS STOP,11
Baruch College,January,Saturday,M23+,MOBILE DOUBLE PARKED,9
Baruch College,January,Sunday,M101,MOBILE BUS LANE,2
Baruch College,January,Sunday,M101,MOBILE BUS STOP,12
Baruch College,January,Sunday,M101,MOBILE DOUBLE PARKED,7
Baruch College,January,Sunday,M15+,MOBILE BUS STOP,5
Baruch College,January,Sunday,M23+,MOBILE BUS LANE,22
Baruch College,January,Sunday,M23+,MOBILE BUS STOP,8
Baruch College,January,Thursday,M101,MOBILE BUS STOP,36
Baruch College,January,Thursday,M101,MOBILE DOUBLE PARKED,59
Baruch College,January,Thursday,M15+,MOBILE BUS STOP,2
Baruch College,January,Thursday,M23+,MOBILE BUS LANE,242
Baruch College,January,Thursday,M23+,MOBILE BUS STOP,50
Baruch College,January,Thursday,M34+,MOBILE BUS LANE,4
Baruch College,January,Tuesday,M101,MOBILE BUS STOP,28
Baruch College,January,Tuesday,M101,MOBILE DOUBLE PARKED,62
Baruch College,January,Tuesday,M15+,MOBILE BUS STOP,4
Baruch College,January,Tuesday,M15+,MOBILE DOUBLE PARKED,1
Baruch College,January,Tuesday,M23+,MOBILE BUS LANE,302
Baruch College,January,Tuesday,M23+,MOBILE BUS STOP,32
Baruch College,January,Tuesday,M23+,MOBILE DOUBLE PARKED,4
Baruch College,January,Tuesday,M34+,MOBILE BUS STOP,8
Baruch College,January,Wednesday,M101,MOBILE BUS STOP,31
Baruch College,January,Wednesday,M101,MOBILE DOUBLE PARKED,47
Baruch College,January,Wednesday,M15+,MOBILE BUS STOP,4
Baruch College,January,Wednesday,M23+,MOBILE BUS LANE,265
Baruch College,January,Wednesday,M23+,MOBILE BUS STOP,35
Baruch College,July,Friday,M101,MOBILE BUS LANE,2
Baruch College,July,Friday,M101,MOBILE BUS STOP,29
Baruch College,July,Friday,M101,MOBILE DOUBLE PARKED,43
Baruch College,July,Friday,M15+,MOBILE BUS LANE,1
Baruch College,July,Friday,M15+,MOBILE BUS STOP,3
Baruch College,July,Friday,M2,MOBILE BUS STOP,25
Baruch College,July,Friday,M23+,MOBILE BUS LANE,226
Baruch College,July,Friday,M23+,MOBILE BUS STOP,39
Baruch College,July,Monday,M101,MOBILE BUS STOP,46
Baruch College,July,Monday,M101,MOBILE DOUBLE PARKED,56
Baruch College,July,Monday,M15+,MOBILE BUS LANE,2
Baruch College,July,Monday,M15+,MOBILE BUS STOP,2
Baruch College,July,Monday,M2,MOBILE BUS STOP,52
Baruch College,July,Monday,M2,MOBILE DOUBLE PARKED,2
Baruch College,July,Monday,M23+,MOBILE BUS LANE,187
Baruch College,July,Monday,M23+,MOBILE BUS STOP,29
Baruch College,July,Monday,M34+,MOBILE BUS LANE,4
Baruch College,July,Monday,M34+,MOBILE BUS STOP,3
Baruch College,July,Saturday,M101,MOBILE BUS LANE,2
Baruch College,July,Saturday,M101,MOBILE BUS STOP,27
Baruch College,July,Saturday,M101,MOBILE DOUBLE PARKED,7
Baruch College,July,Saturday,M15+,MOBILE BUS STOP,6
Baruch College,July,Saturday,M2,MOBILE BUS STOP,14
Baruch College,July,Saturday,M2,MOBILE DOUBLE PARKED,1
Baruch College,July,Saturday,M23+,MOBILE BUS LANE,44
Baruch College,July,Saturday,M4,MOBILE DOUBLE PARKED,1
Baruch College,July,Sunday,M100,MOBILE DOUBLE PARKED,6
Baruch College,July,Sunday,M101,MOBILE BUS STOP,37
Baruch College,July,Sunday,M101,MOBILE DOUBLE PARKED,12
Baruch College,July,Sunday,M15+,MOBILE BUS STOP,3
Baruch College,July,Sunday,M2,MOBILE BUS STOP,17
Baruch College,July,Sunday,M23+,MOBILE BUS LANE,46
Baruch College,July,Sunday,M23+,MOBILE BUS STOP,71
Baruch College,July,Sunday,M34+,MOBILE BUS STOP,6
Baruch College,July,Thursday,M100,MOBILE DOUBLE PARKED,2
Baruch College,July,Thursday,M101,MOBILE BUS LANE,3
Baruch College,July,Thursday,M101,MOBILE BUS STOP,55
Baruch College,July,Thursday,M101,MOBILE DOUBLE PARKED,106
Baruch College,July,Thursday,M15+,MOBILE BUS LANE,3
Baruch College,July,Thursday,M15+,MOBILE BUS STOP,5
Baruch College,July,Thursday,M2,MOBILE BUS STOP,46
Baruch College,July,Thursday,M23+,MOBILE BUS LANE,188
Baruch College,July,Thursday,M23+,MOBILE BUS STOP,50
Baruch College,July,Thursday,M34+,MOBILE BUS LANE,4
Baruch College,July,Tuesday,M101,MOBILE BUS LANE,8
Baruch College,July,Tuesday,M101,MOBILE BUS STOP,54
Baruch College,July,Tuesday,M101,MOBILE DOUBLE PARKED,107
Baruch College,July,Tuesday,M15+,MOBILE BUS STOP,4
Baruch College,July,Tuesday,M2,MOBILE BUS STOP,46
Baruch College,July,Tuesday,M2,MOBILE DOUBLE PARKED,2
Baruch College,July,Tuesday,M23+,MOBILE BUS LANE,132
Baruch College,July,Tuesday,M23+,MOBILE BUS STOP,29
Baruch College,July,Tuesday,M34+,MOBILE DOUBLE PARKED,3
Baruch College,July,Tuesday,M4,MOBILE DOUBLE PARKED,16
Baruch College,July,Wednesday,M101,MOBILE BUS LANE,3
Baruch College,July,Wednesday,M101,MOBILE BUS STOP,50
Baruch College,July,Wednesday,M101,MOBILE DOUBLE PARKED,92
Baruch College,July,Wednesday,M15+,MOBILE BUS STOP,2
Baruch College,July,Wednesday,M2,MOBILE BUS STOP,55
Baruch College,July,Wednesday,M2,MOBILE DOUBLE PARKED,4
Baruch College,July,Wednesday,M23+,MOBILE BUS LANE,261
Baruch College,July,Wednesday,M23+,MOBILE BUS STOP,37
Baruch College,June,Friday,M100,MOBILE BUS STOP,1
Baruch College,June,Friday,M101,MOBILE BUS LANE,4
Baruch College,June,Friday,M101,MOBILE BUS STOP,36
Baruch College,June,Friday,M101,MOBILE DOUBLE PARKED,71
Baruch College,June,Friday,M15+,MOBILE BUS LANE,3
Baruch College,June,Friday,M15+,MOBILE BUS STOP,7
Baruch College,June,Friday,M15+,MOBILE DOUBLE PARKED,2
Baruch College,June,Friday,M2,MOBILE BUS STOP,30
Baruch College,June,Friday,M23+,MOBILE BUS LANE,191
Baruch College,June,Friday,M23+,MOBILE BUS STOP,79
Baruch College,June,Friday,M86+,MOBILE DOUBLE PARKED,4
Baruch College,June,Monday,M100,MOBILE DOUBLE PARKED,4
Baruch College,June,Monday,M101,MOBILE BUS LANE,5
Baruch College,June,Monday,M101,MOBILE BUS STOP,57
Baruch College,June,Monday,M101,MOBILE DOUBLE PARKED,88
Baruch College,June,Monday,M15+,MOBILE BUS LANE,2
Baruch College,June,Monday,M15+,MOBILE BUS STOP,1
Baruch College,June,Monday,M2,MOBILE BUS STOP,34
Baruch College,June,Monday,M23+,MOBILE BUS LANE,198
Baruch College,June,Monday,M23+,MOBILE BUS STOP,15
Baruch College,June,Monday,M4,MOBILE BUS STOP,1
Baruch College,June,Saturday,M100,MOBILE DOUBLE PARKED,6
Baruch College,June,Saturday,M101,MOBILE BUS LANE,2
Baruch College,June,Saturday,M101,MOBILE BUS STOP,45
Baruch College,June,Saturday,M101,MOBILE DOUBLE PARKED,15
Baruch College,June,Saturday,M15+,MOBILE BUS STOP,3
Baruch College,June,Saturday,M2,MOBILE BUS STOP,21
Baruch College,June,Saturday,M23+,MOBILE BUS LANE,91
Baruch College,June,Saturday,M23+,MOBILE BUS STOP,37
Baruch College,June,Sunday,M100,MOBILE DOUBLE PARKED,1
Baruch College,June,Sunday,M101,MOBILE BUS LANE,2
Baruch College,June,Sunday,M101,MOBILE BUS STOP,86
Baruch College,June,Sunday,M101,MOBILE DOUBLE PARKED,34
Baruch College,June,Sunday,M15+,MOBILE BUS LANE,2
Baruch College,June,Sunday,M15+,MOBILE BUS STOP,4
Baruch College,June,Sunday,M2,MOBILE BUS STOP,19
Baruch College,June,Sunday,M23+,MOBILE BUS LANE,148
Baruch College,June,Sunday,M23+,MOBILE BUS STOP,68
Baruch College,June,Thursday,M100,MOBILE BUS STOP,1
Baruch College,June,Thursday,M101,MOBILE BUS LANE,2
Baruch College,June,Thursday,M101,MOBILE BUS STOP,42
Baruch College,June,Thursday,M101,MOBILE DOUBLE PARKED,74
Baruch College,June,Thursday,M15+,MOBILE BUS STOP,5
Baruch College,June,Thursday,M15+,MOBILE DOUBLE PARKED,1
Baruch College,June,Thursday,M2,MOBILE BUS STOP,27
Baruch College,June,Thursday,M23+,MOBILE BUS LANE,293
Baruch College,June,Thursday,M23+,MOBILE BUS STOP,20
Baruch College,June,Thursday,M34+,MOBILE BUS LANE,1
Baruch College,June,Tuesday,M101,MOBILE BUS LANE,1
Baruch College,June,Tuesday,M101,MOBILE BUS STOP,37
Baruch College,June,Tuesday,M101,MOBILE DOUBLE PARKED,86
Baruch College,June,Tuesday,M15+,MOBILE BUS LANE,2
Baruch College,June,Tuesday,M15+,MOBILE BUS STOP,4
Baruch College,June,Tuesday,M2,MOBILE BUS STOP,23
Baruch College,June,Tuesday,M23+,MOBILE BUS LANE,168
Baruch College,June,Tuesday,M23+,MOBILE BUS STOP,21
Baruch College,June,Tuesday,M34+,MOBILE BUS STOP,3
Baruch College,June,Wednesday,M100,MOBILE DOUBLE PARKED,3
Baruch College,June,Wednesday,M101,MOBILE BUS LANE,3
Baruch College,June,Wednesday,M101,MOBILE BUS STOP,50
Baruch College,June,Wednesday,M101,MOBILE DOUBLE PARKED,81
Baruch College,June,Wednesday,M15+,MOBILE BUS LANE,2
Baruch College,June,Wednesday,M15+,MOBILE BUS STOP,1
Baruch College,June,Wednesday,M2,MOBILE BUS STOP,43
Baruch College,June,Wednesday,M23+,MOBILE BUS LANE,228
Baruch College,June,Wednesday,M23+,MOBILE BUS STOP,41
Baruch College,June,Wednesday,M23+,MOBILE DOUBLE PARKED,4
Baruch College,March,Friday,M101,MOBILE BUS STOP,27
Baruch College,March,Friday,M101,MOBILE DOUBLE PARKED,43
Baruch College,March,Friday,M15+,MOBILE BUS STOP,2
Baruch College,March,Friday,M23+,MOBILE BUS LANE,315
Baruch College,March,Friday,M23+,MOBILE BUS STOP,39
Baruch College,March,Monday,M101,MOBILE BUS LANE,1
Baruch College,March,Monday,M101,MOBILE BUS STOP,47
Baruch College,March,Monday,M101,MOBILE DOUBLE PARKED,60
Baruch College,March,Monday,M15+,MOBILE BUS STOP,4
Baruch College,March,Monday,M23+,MOBILE BUS LANE,179
Baruch College,March,Monday,M23+,MOBILE BUS STOP,45
Baruch College,March,Monday,M34+,MOBILE BUS LANE,8
Baruch College,March,Saturday,M101,MOBILE BUS STOP,28
Baruch College,March,Saturday,M101,MOBILE DOUBLE PARKED,20
Baruch College,March,Saturday,M23+,MOBILE BUS LANE,92
Baruch College,March,Saturday,M23+,MOBILE BUS STOP,30
Baruch College,March,Saturday,M34+,MOBILE BUS STOP,3
Baruch College,March,Sunday,M101,MOBILE BUS STOP,34
Baruch College,March,Sunday,M101,MOBILE DOUBLE PARKED,18
Baruch College,March,Sunday,M14+,MOBILE BUS LANE,4
Baruch College,March,Sunday,M15+,MOBILE BUS STOP,1
Baruch College,March,Sunday,M23+,MOBILE BUS LANE,26
Baruch College,March,Sunday,M23+,MOBILE BUS STOP,8
Baruch College,March,Sunday,M34+,MOBILE BUS STOP,1
Baruch College,March,Thursday,M101,MOBILE BUS STOP,25
Baruch College,March,Thursday,M101,MOBILE DOUBLE PARKED,56
Baruch College,March,Thursday,M15+,MOBILE BUS STOP,1
Baruch College,March,Thursday,M23+,MOBILE BUS LANE,299
Baruch College,March,Thursday,M23+,MOBILE BUS STOP,22
Baruch College,March,Tuesday,M101,MOBILE BUS LANE,3
Baruch College,March,Tuesday,M101,MOBILE BUS STOP,23
Baruch College,March,Tuesday,M101,MOBILE DOUBLE PARKED,48
Baruch College,March,Tuesday,M15+,MOBILE BUS STOP,1
Baruch College,March,Tuesday,M23+,MOBILE BUS LANE,271
Baruch College,March,Tuesday,M23+,MOBILE BUS STOP,71
Baruch College,March,Wednesday,M101,MOBILE BUS LANE,2
Baruch College,March,Wednesday,M101,MOBILE BUS STOP,27
Baruch College,March,Wednesday,M101,MOBILE DOUBLE PARKED,40
Baruch College,March,Wednesday,M15+,MOBILE BUS STOP,2
Baruch College,March,Wednesday,M23+,MOBILE BUS LANE,205
Baruch College,March,Wednesday,M23+,MOBILE BUS STOP,42
Baruch College,March,Wednesday,M34+,MOBILE BUS STOP,1
Baruch College,May,Friday,M101,MOBILE BUS LANE,1
Baruch College,May,Friday,M101,MOBILE BUS STOP,83
Baruch College,May,Friday,M101,MOBILE DOUBLE PARKED,136
Baruch College,May,Friday,M15+,MOBILE BUS LANE,1
Baruch College,May,Friday,M15+,MOBILE BUS STOP,3
Baruch College,May,Friday,M15+,MOBILE DOUBLE PARKED,1
Baruch College,May,Friday,M2,MOBILE BUS STOP,7
Baruch College,May,Friday,M23+,MOBILE BUS LANE,169
Baruch College,May,Friday,M23+,MOBILE BUS STOP,22
Baruch College,May,Friday,M4,MOBILE DOUBLE PARKED,1
Baruch College,May,Monday,M101,MOBILE BUS LANE,6
Baruch College,May,Monday,M101,MOBILE BUS STOP,60
Baruch College,May,Monday,M101,MOBILE DOUBLE PARKED,74
Baruch College,May,Monday,M15+,MOBILE BUS LANE,1
Baruch College,May,Monday,M15+,MOBILE BUS STOP,2
Baruch College,May,Monday,M2,MOBILE BUS STOP,19
Baruch College,May,Monday,M23+,MOBILE BUS LANE,97
Baruch College,May,Monday,M23+,MOBILE BUS STOP,17
Baruch College,May,Saturday,M101,MOBILE BUS LANE,7
Baruch College,May,Saturday,M101,MOBILE BUS STOP,62
Baruch College,May,Saturday,M101,MOBILE DOUBLE PARKED,43
Baruch College,May,Saturday,M15+,MOBILE BUS LANE,1
Baruch College,May,Saturday,M15+,MOBILE BUS STOP,4
Baruch College,May,Saturday,M15+,MOBILE DOUBLE PARKED,2
Baruch College,May,Saturday,M23+,MOBILE BUS LANE,45
Baruch College,May,Saturday,M23+,MOBILE BUS STOP,44
Baruch College,May,Sunday,M101,MOBILE BUS LANE,2
Baruch College,May,Sunday,M101,MOBILE BUS STOP,57
Baruch College,May,Sunday,M101,MOBILE DOUBLE PARKED,40
Baruch College,May,Sunday,M15+,MOBILE BUS LANE,1
Baruch College,May,Sunday,M15+,MOBILE BUS STOP,3
Baruch College,May,Sunday,M2,MOBILE BUS STOP,4
Baruch College,May,Sunday,M23+,MOBILE BUS LANE,73
Baruch College,May,Sunday,M23+,MOBILE BUS STOP,48
Baruch College,May,Sunday,M23+,MOBILE DOUBLE PARKED,3
Baruch College,May,Sunday,M34+,MOBILE BUS LANE,4
Baruch College,May,Thursday,M101,MOBILE BUS LANE,6
Baruch College,May,Thursday,M101,MOBILE BUS STOP,82
Baruch College,May,Thursday,M101,MOBILE DOUBLE PARKED,139
Baruch College,May,Thursday,M15+,MOBILE BUS LANE,3
Baruch College,May,Thursday,M15+,MOBILE BUS STOP,6
Baruch College,May,Thursday,M2,MOBILE BUS STOP,19
Baruch College,May,Thursday,M2,MOBILE DOUBLE PARKED,1
Baruch College,May,Thursday,M23+,MOBILE BUS LANE,228
Baruch College,May,Thursday,M23+,MOBILE BUS STOP,35
Baruch College,May,Tuesday,M101,MOBILE BUS LANE,6
Baruch College,May,Tuesday,M101,MOBILE BUS STOP,73
Baruch College,May,Tuesday,M101,MOBILE DOUBLE PARKED,125
Baruch College,May,Tuesday,M15+,MOBILE BUS LANE,1
Baruch College,May,Tuesday,M2,MOBILE BUS STOP,20
Baruch College,May,Tuesday,M23+,MOBILE BUS LANE,134
Baruch College,May,Tuesday,M23+,MOBILE BUS STOP,31
Baruch College,May,Wednesday,M101,MOBILE BUS LANE,1
Baruch College,May,Wednesday,M101,MOBILE BUS STOP,68
Baruch College,May,Wednesday,M101,MOBILE DOUBLE PARKED,111
Baruch College,May,Wednesday,M2,MOBILE BUS STOP,11
